galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_star,sigma_youngstar,log_sigma_pred_10,log_sigma_pred_100,sigma_star_m,sigma_youngstar_m,SFR_10,SFR_100,sSFR_10,sSFR_100
502,004096,13.800820457575835,-2.20108096062205e-13,1425837056.0339317,1.531643401245447,1.2977121398651785,1.6021728515625,60.071373332351406,53.979010322563695,1.4993648442181398,1.4979872066316517,67.90030328524804,64.7874782973712,3969158.0719751674,39112782.14100201,-9.555371502331914,-9.561751188429806
502,004032,13.585453191781413,0.015091542075578581,1369680572.4949496,13567.938126254674,10157.679232933508,13567.924499511719,59.397838725183774,58.82163177602842,1.4845603830414384,1.4475635443878883,65.7992491623352,64.34648372463282,3422666.9640261913,23060131.42578265,-9.602254652774675,-9.77375751766095
502,003936,13.262402293083795,0.03836862119744719,1310087766.7755468,13276.96394248787,9934.374895563971,13276.9775390625,59.367284060973695,60.40095025472109,1.4930640107838837,1.4773988542995706,65.6644583308091,69.26692758869491,3789278.7190507962,32052136.420405835,-9.538743840516114,-9.611443408823916
502,003840,12.939351394386447,0.06245558196997027,1229834704.057359,12988.759227349747,9715.945719350852,12988.777160644531,58.7194170387779,55.406250406019794,1.473463084417712,1.4657989567045446,64.97698897662355,60.11781897472016,3121196.9651775546,28753846.766097307,-9.595525568040964,-9.631150790025302
502,003744,12.616300495752995,0.08740401185046516,1142327070.5696318,12703.39353148094,9500.624714622834,12703.437805175781,57.167665473557825,55.502804524273465,1.487102784338164,1.4881643206580306,63.39854211366847,68.21784792591822,3679925.540266182,37220539.17877892,-9.491951437480479,-9.487007808660056
502,003648,12.293249597119848,0.11327055522752139,1048035184.8295379,12415.405250344797,9276.54455496116,12415.542602539062,55.99450139846433,54.42421234720294,1.442720022389499,1.4408883493483355,62.067693663992735,63.157113027925945,2335371.803566889,22898501.824012462,-9.652019830716934,-9.660568794340794
502,003606,12.151914828967048,0.12489157770437972,1019353866.8404179,12287.746318733476,9177.959306859435,12287.788391113281,59.11097087669127,58.82385563330055,1.5127065733212548,1.4824028314502846,65.5416359851096,64.35421586685888,4991670.007136726,36033709.4650966,-9.310079107745084,-9.451616002154026
502,003552,11.970198698484243,0.14011755635043954,973242559.2722883,12120.064615843261,9046.313362111243,12119.903564453125,55.21027381294041,49.39390836988684,1.4635720985703056,1.4661284317839043,61.46980574771788,59.04812273140908,2978122.546921853,30612326.529670183,-9.514278527502501,-9.50232475496203
502,003456,11.647147799851233,0.16801380303497765,900464787.3956608,11826.373865550646,8813.109434481186,11826.248168945312,55.0264738423796,50.80166641037129,1.4910501812912134,1.4534405452248975,62.12686992429317,62.927530465161944,4088178.489635614,27246546.08191805,-9.342936885623747,-9.51915527782851
502,003360,11.324096901217432,0.19703539019547892,830446598.5010316,11542.12780337843,8591.755072347078,11542.091369628906,55.921309945523035,51.475953538323324,1.4537627907390576,1.4305889942328438,62.6258103683118,61.8010794185435,2793272.2530003064,21742405.137952276,-9.47319844325136,-9.582004126646575
502,003264,11.001046002581404,0.227266726543282,782253083.1571448,11254.655960458073,8371.287104117742,11254.653930664062,51.633673756159055,46.04312731848614,1.405520580345006,1.4191705938171264,57.83790768346884,58.90108859398679,1683602.0705666554,19517654.861683283,-9.667107832351007,-9.602919649607069
502,003195,10.768853169188851,0.249794882503617,744443517.9123111,11058.338778535042,8226.663167068486,11058.311462402344,52.06443885938132,49.95423457523,1.4103586605588263,1.4212823449428764,58.13862566029627,57.265859420213495,1797181.3119544599,20231369.530750208,-9.617239858820405,-9.565806470092241
502,003168,10.677995103948325,0.2588017131842041,731344664.9964397,10983.180161045959,8171.678817663942,10983.200073242188,52.48552202019768,41.499386447323786,1.4671228111888022,1.420517427645124,58.94528376745069,55.50675823549046,3342014.0381091204,20159034.692835778,-9.34011382784143,-9.55965236539687
502,003072,10.354944205302191,0.291745129687863,683869630.8874015,10717.877832234715,7976.427319681481,10717.926025390625,51.78137002943915,46.57364874272845,1.3901631672642452,1.4235104962748348,57.8825720474045,60.16580538470814,1475883.4597368983,21203603.520139612,-9.6659212524969,-9.50856364323255
502,002976,10.031893306646644,0.3262142719255346,639904706.2704668,14698.559038020163,9874.971950922805,14698.486328125,50.444971195636384,43.13729944838333,1.4320887952768675,1.3702695718730662,56.24384626065304,61.09117467401596,2370539.609939574,12095854.91210435,-9.431268087810787,-9.723478735367864
502,002880,9.70884240799618,0.36234089724293195,601185609.2717016,14294.30517613886,9636.022117275821,14294.319152832031,49.42641391575671,42.457346715353026,1.3781464652375344,1.3934158397226608,54.76690971579458,54.328328644386545,1339825.9928310423,15824910.599687558,-9.651960177308313,-9.579667311006292
